position_id,party_id,statement_id,position_label,position_numeric,source_type,text_snippet,source_link
EUP0089,EGP,17,Tend to disagree,-1,2024 EP election manifesto of the party,"""Europe’s economic and fiscal policies need to focus on improving people’s wellbeing and quality of life and maintaining a stable climate and a healthy environment. In a break with the austerity of the past, Europe must enable and encourage investment to fix the problems of the present and future. We will revise the arbitrary limits of the Maastricht Criteria and the Stability and Growth Pact. They have left Europe exposed to crises and led to cuts in public services in several countries and limited public investments, undermining social cohesion. Instead, we will introduce a new wellbeing-based macroeconomic governance that prioritizes quality investment in public goods and the green transition over the outdated growth-at-any-cost paradigm to avoid further crises and their social consequences. We call for the introduction of a Green Golden Rule and a reformed European Semester to create space for future-oriented green and social investment. We will revise the rules regarding state aid and public investment to encourage green investments without undermining fair competition on internal market. The mandate of the European Central Bank should be revised to include full employment alongside price stability. As fossil fuels are vulnerable to price hikes and drive inflation, we also want the European Central Bank to make use of all tools at its disposal to encourage green investment, including differentiated interest rates.""",https://europeangreens.eu/an-economy-that-works-for-all/
EUP0090,EGP,18,Completely agree,2,2024 EP election manifesto of the party,"""Europe needs a just tax system that takes the burden off workers and small businesses and makes polluters, multinationals, and the ultra-rich pay their fair share. We will establish a minimum level for capital gains tax in the EU to rebalance the tax burden away from employees. We will close the loopholes in the OECD corporate minimum tax agreement and push EU member states to implement the agreement at a higher level. Loopholes that leave room for tax avoidance and evasion inside and outside the EU as well as fraud and money laundering will be closed. We will fight against tax havens, be them in the EU or anywhere else in the world. The European Union requires greater budgetary resources to face our common challenges. Europe must extend the carbon border tax to new polluting sectors, apply the polluter pays principle across all sectors, and abolish free quotas ahead of the current 2034 date. We will increase the scope of existing taxes on plastics. We will push to massively increase the size of the EU Social Climate Fund to ensure a just transition for low-income households. We call for an EU-wide wealth tax to fight inequality and finance the green transition. In addition, we will push for a European financial transactions tax to generate revenue while curbing speculation. We will make the EU windfall tax on energy companies permanent to prevent profiteering in future energy crises and apply it to commodity traders and banks too.""",https://europeangreens.eu/an-economy-that-works-for-all/
EUP0091,EGP,19,Tend to agree,1,2024 EP election manifesto of the party,"""Artificial intelligence harbours key potential but can also create significant challenges for society. To address any risks, we will implement the principle that humans must remain in control of AI systems and that these systems respect human autonomy, dignity, and decision-making authority. Artificial intelligence must work for people, society, and planet, not for surveillance states or tech capitalism. Strict limits should therefore be enforced. The most unethical and undemocratic practices in the EU, such as biometric mass surveillance, AI systems that recognize emotions, gender or sexual orientation, and AI-based predictive policing should not be permitted. Non-discrimination laws and data protection laws must be strengthened and enforced to guarantee that AI systems do not discriminate against racialized communities. Cybersecurity efforts must be increased to prevent AI-based hacking attacks, with a special emphasis on protecting critical infrastructure. The design and use of AI systems must be transparent. Applications such as deepfakes and chatbots must be clearly labelled as such. We also want to ensure AI promotes, not hampers, the Green Deal with key environmental provisions. In the workplace, workers should always be able to disconnect from AI systems. Copyright legislation should be properly enforced in the context of AI models to fully protect content creators. We support the concept of “data dignity”, which means that data generated by human actions cannot be harvested for free by commercial AI developers, but first and foremost belongs to the humans that created it.""",https://europeangreens.eu/a-union-of-rights-and-freedoms-protecting-the-rights-of-all/
EUP0092,EGP,20,Completely disagree,-2,Other programmatic and official party documentation,"""In a political union like the EU and the eurozone, we need common budgetary rules to serve European objectives (Paris Agreement, European Pillar of Social Rights, human rights, peace and prosperity). The EU can no longer be satisfied with a single monetary policy for the eurozone member states, a fragmented budgetary policy and a budget of 1% of the total GDP of the member states. We must obtain a more homogeneous coordination of economic policies and a real European budget that are at the service of the ecological transition and social well-being, both by reinterpreting the rules in the short term and by modifying the treaties in the medium term.""",https://europeangreens.eu/resolutions/modernand-ambitious-eu-economic-governance-and-common-fiscal-policy/
EUP0093,EGP,21,Completely agree,2,2024 EP election manifesto of the party,""". The EU needs to complete its much overdue banking union and introduce a common deposit insurance system."" ""Europe’s economic and fiscal policies need to focus on improving people’s wellbeing and quality of life and maintaining a stable climate and a healthy environment. In a break with the austerity of the past, Europe must enable and encourage investment to fix the problems of the present and future. We will revise the arbitrary limits of the Maastricht Criteria and the Stability and Growth Pact. They have left Europe exposed to crises and led to cuts in public services in several countries and limited public investments, undermining social cohesion.""",https://europeangreens.eu/an-economy-that-works-for-all/
EUP0094,EGP,22,Tend to agree,1,Other programmatic and official party documentation,Support small farms: protect farmers from unfair competition imposed by international trade policy; mandatory higher payment rates for the first hectares/acres of land (according to the national average).,EGP Council Resolution adopted at Karlstad
EUP0095,EGP,23,Completely agree,2,2024 EP election manifesto of the party,The need for unanimity between European member states on matters from tax and foreign policy to anti-discrimination and Article 7 procedures to protect democracy prevents the EU from taking decisions for the common good. (p. 26).,Manifesto
EUP0096,EGP,24,Completely agree,2,2024 EP election manifesto of the party,"""Member states must fairly share the responsibility for asylum applications. For us, it is clear that we need a mandatory relocation mechanism.""",https://europeangreens.eu/a-union-of-rights-and-freedoms-protecting-the-rights-of-all/
EUP0097,EGP,25,Completely agree,2,2024 EP election manifesto of the party,"""Within the European Union, we demand a credible policy of solidarity and mutual assistance in line with article 42(7) of the Treaty of the European Union. This means cooperation on military capabilities and creating synergies, for example through promoting interoperability and coordinating procurement, maintenance, and supply systems. The increasing threat of disinformation and interference in sovereign democracies must be met by cybersecurity efforts."" ""Military interventions must only ever be the last resort. They must be based on long-term political strategies, comply with international law, and subject to the relevant parliamentary approval and oversight. We support the development of a European security union within existing structures based on these principles.""",https://europeangreens.eu/a-union-for-peace-cooperation-and-human-rights/
EUP0098,EGP,26,Tend to agree,1,2024 EP election manifesto of the party,"""We call for an EU-funded and EU-led Search and Rescue Mission in the Mediterranean and strengthening the humanitarian mandate and responsibility of Frontex. We aim for a stronger control of the agency also through national parliaments together with the European Parliament. We want to end the criminalisation of humanitarian assistance, and prolific use of states of emergency to limit access to asylum and legitimate rights of oversight by civil society and media. People do not belong in prison simply for seeking asylum. Asylum seekers should be guaranteed access to legal help.""",https://europeangreens.eu/a-union-of-rights-and-freedoms-protecting-the-rights-of-all/
EUP0099,EGP,27,Completely agree,2,2024 EP election manifesto of the party,"""We will support massive and accelerated electrification in all sectors and ensuring affordable energy for everybody. We need to support the development of cheap electric mobility and charging infrastructure."" ""As Europe phases out internal combustion engines, electric cars will be part of reducing transport emissions, but a real response makes much more room for public transport. To make electric cars affordable and create a second-hand market, the EU should mandate their uptake in corporate fleets.""",https://europeangreens.eu/protecting-the-climate-and-the-environment/ https://europeangreens.eu/securing-livelihoods-for-all/
EUP0100,EGP,28,Completely agree,2,2024 EP election manifesto of the party,"""The full-scale Russian invasion of Ukraine was a turning point in the history of our continent and the world. It violates the rule of international law, peace, and security. As Greens, we stand firm in our undivided solidarity with and support for Ukraine and for continued financial and military support. The struggle of the people of Ukraine for freedom, peace, and joining the European Union is our struggle.""",https://europeangreens.eu/courage-to-take-responsibility-building-a-union-of-security-peace-and-global-just/
EUP0101,EGP,29,Completely agree,2,2024 EP election manifesto of the party,"""The European Parliament must have the right to propose legislation and equal budgetary power.""",https://europeangreens.eu/the-necessary-next-step-a-united-europe-ready-for-enlargement/
EUP0102,EGP,30,Completely agree,2,2024 EP election manifesto of the party,"""We stand for a federal Europe, for a fully ﬂedged supranational democracy able to deliver.""",https://europeangreens.eu/the-necessary-next-step-a-united-europe-ready-for-enlargement/
EUP0103,EGP,31,Completely agree,2,2024 EP election manifesto of the party,"""The need for unanimity between European member states on matters from tax and foreign policy to anti-discrimination and Article 7 procedures to protect democracy prevents the EU from taking decisions for the common good.""",https://europeangreens.eu/the-necessary-next-step-a-united-europe-ready-for-enlargement/
EUP0104,EGP,32,Completely agree,2,2024 EP election manifesto of the party,"""The future of Ukraine lies in the European Union. We will support Ukrainian authorities in introducing the reforms required for EU membership. EU assistance to Ukraine should, insofar as possible, enable a climate-resilient reconstruction and recovery, built on renewable energy, modern infrastructure, and a sustainable and inclusive economy.""",https://europeangreens.eu/the-necessary-next-step-a-united-europe-ready-for-enlargement/
EUP0105,EGP,33,Completely agree,2,2024 EP election manifesto of the party,"""One of the biggest blows to European progress in recent years has been the development of authoritarian tendencies in the heart of Europe. Citizens of the affected countries are EU citizens, and the EU must defend their rights against government power grabs. We want rapid action to put an end to EU law’s violations by member states through infringement procedures. This needs a clear timeframe, including for the Article 7 procedure. We will introduce a Fundamental Values Annual Review to monitor, enforce and sanction the infringement of fundamental values across the EU. We must ensure that EU funds strengthen prosperity, democracy and the rule of law and do not disappear into the pockets of autocrats and their friends. We have made important progress in equipping the EU with better tools to do so, but they need to be fully implemented.""",https://europeangreens.eu/the-necessary-next-step-a-united-europe-ready-for-enlargement/
EUP0106,EGP,34,Completely agree,2,2024 EP election manifesto of the party,"""Regarding the Middle East conflict, we will push for the EU to relaunch political negotiations towards a two-state solution, based on secure and agreed borders. Lasting peace in the region requires negotiated outcomes that respect the right of both Israel and Palestine to exist as democratic and sovereign states and the Palestinian people to a home of their own. We demand full accountability through independent investigations into all potential violations of international law by all parties. We call on the EU and its member states to support the work of the International Criminal Court and the International Court of Justice.""",https://europeangreens.eu/a-union-for-peace-cooperation-and-human-rights/
EUP0107,EGP,35,No opinion,,,,
EUP0108,EGP,36,Neutral,0,2024 EP election manifesto of the party,"""Within the European Union, we demand a credible policy of solidarity and mutual assistance in line with article 42(7) of the Treaty of the European Union. This means cooperation on military capabilities and creating synergies, for example through promoting interoperability and coordinating procurement, maintenance, and supply systems. The increasing threat of disinformation and interference in sovereign democracies must be met by cybersecurity efforts.""",https://europeangreens.eu/a-union-for-peace-cooperation-and-human-rights/
EUP0109,EDP,1,Tend to agree,1,2024 EP election manifesto of the party,"Strengthening the welfare state and social protection systems to enable them to re- spond to the demographic, digital and ecological transitions underway will always be at the heart of our commitment. The protection of workers and economic stability are also priorities, including aligning social security systems to facilitate the mobility of workers and a more flexible labour market",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0110,EDP,2,Tend to agree,1,2024 EP election manifesto of the party,"Facilitate transition periods between learning, work, family care and periods of unemployment, and allow retirement to take place at different ages ; Protect workers with non-standard status and provide them with social protection regardless of their employment status. Set up social free-trade zones throughout the outermost regions to boost purchasing power, combat unemployment, encourage recruitment and develop skills ; We believe it is essential to develop a strong entrepreneurial dynamic by encouraging the creation of companies, supporting local entrepreneurs and promoting innovation. For example, in Mayotte, where the unemployment rate is as high as 30%, one of the highest in Europe, we want the region to be on a course of endogenous development and do everything we can to stimulate the economy. MEP: Fighting unemployment, especially youth unemployment, must be a priority. He therefore called for better communication on the possibilities of using European funds and tools such as the ESF+ and the European Youth Guarantee.",https://democrats.eu/en/ue-must-be-all-about-employment-in-ultra-peripheral-regions/
EUP0111,EDP,3,Tend to disagree,-1,2024 EP election manifesto of the party,"We are convinced that, in order to revitalise the European economy, it is essential to strengthen direct funding while reducing its dependence on national contributions or taxes levied on citizens. Indeed, citizens must not be taxed by Europe. Instead, large polluting companies and digital giants take advantage of the single market while externalising their activities, which must be held accountable to achieve these objectives. This approach will allow us to fund new infrastructure, research projects, and the green and digital transitions without excessively burdening any Member State.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0112,EDP,4,No opinion,,,,
EUP0113,EDP,5,No opinion,,,,
EUP0114,EDP,6,No opinion,,,,
EUP0115,EDP,7,Completely agree,2,2024 EP election manifesto of the party,"We will guarantee equality by ensuring the same rights for all families in all countries of the Union. Recognising and upholding universal human rights is an integral part of our European culture, and we will work to remove all obstacles to building a fully inclusive society: transgender, transgenerational and transnational. We work for the legalisation and recognition of same sex marriages and rainbow families across Europe and their full rights as European citizens",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf https://democrats.eu/en/renew-europe-now-priorities/
EUP0116,EDP,8,No opinion,,,,
EUP0117,EDP,9,Tend to agree,1,2024 EP election manifesto of the party,"By embracing the dynamics of migration, we are seizing the opportunities to create a strong and diverse Europe. Culture was, is, and always will be the best as- set for the future of our youth and the natural barrier against nationalist and populist ideas. We recognise its essential role in preserving our society’s values and identity.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0118,EDP,10,Completely disagree,-2,2024 EP election manifesto of the party,"Guarantee sexual and reproductive rights throughout the European Union. We are committed to defend women’s access to sexual and reproductive health and rights, including abortion ; The EDP recalls that the dangers of an absolute majority obtained by political extremes are well known: they believe they can do whatever they want, forgetting the balance of power, eroding the independence of the judiciary, undermining fundamental rights, such as the right to abortion",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf https://democrats.eu/en/renew-europe-now-priorities/ https://democrats.eu/en/our-ideas/rome-motion/
EUP0119,EDP,11,Tend to disagree,-1,2024 EP election manifesto of the party,"As Europe prepares to face the challenge of population decline, we advocate a strategic and concerted approach to asylum and migration policies between Member States. In collaboration with local and regional authorities and national and European forces, we will affirm our commitment to the informed management of economic migration. This will result in establishing “European quotas” that will regulate economic flows, thus guaranteeing an orderly arrival of individuals on our continent.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0120,EDP,12,Completely agree,2,2024 EP election manifesto of the party,We are fully committed to promoting gender equality by ensuring everyone has equal access to education and employment opportunities in key sectors.,Cohesion equity
EUP0121,EDP,13,Tend to agree,1,2024 EP election manifesto of the party,"Expand and improve public transport networks and make public transport the preferred option. But there can be no autonomy without transport. In this area, as well as adopting new digital and energy technologies, we are committed to investing in an efficient network of high-speed rail, air and sea links. We are convinced that improving infrastructure will facilitate cross-border travel and promote European integration. By developing transport – especially public transport – we will increase trade, encourage intra-European tourism and make it easier for people to get around. Although in November 2022 the Parliament gave the green light to the Commission’s pro- posal to introduce a first set of three new own resources (an expanded Emissions Trading Scheme, a Carbon Border Adjustment Mech- anism and a share of the reallocated profits of very large multinational companies*), we are looking further ahead. This means reforming European budgets and creating new financial resources, such as a carbon tax at borders",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0122,EDP,14,Tend to agree,1,2024 EP election manifesto of the party,"We want to promote renewable energies by offering financial incentives to encourage the transition to a green and blue economy One of our priorities is to reduce the EU’s energy dependence by developing clean energy production while respecting technological neutrality. We will encourage using renewable energy and nuclear power according to national choices, recognising their crucial role in reducing CO2 emissions. We will ensure an efficient and sustainable energy transition by exploiting all available solutions.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0123,EDP,15,No opinion,,,,
EUP0124,EDP,16,No opinion,,,,
EUP0125,EDP,17,Tend to disagree,-1,Other programmatic and official party documentation,Reform the Stability and Growth Pact and the Growth Pact to promote a more effective investment policy at European level.,https://democrats.eu/en/our-ideas/
EUP0126,EDP,18,Completely agree,2,2024 EP election manifesto of the party,"Develop corporate taxation to align corporate tax bases within the EU. • Introduce taxation of crypto-currencies, a poorly regulated sector that exploits the different tax regimes applicable between Member States. • Adopt a tax on digital giants so that all players pay their fair share, as they are taxed at half the rate of traditional European companies. • Ensure that large multinational companies contribute proportionately to their footprint, particularly those with a significant environmental impact. • Ensure that these new resources are generated in a fair and transparent manner ; Indeed, citizens must not be taxed by Europe. This means reforming European budgets and creating new financial resources, such as a carbon tax at borders.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0127,EDP,19,Completely disagree,-2,2024 EP election manifesto of the party,"Artificial intelligence will be the key to the future, and we must regain the time we have lost compared to China and the United States in this sector. This evolution will take place in full respect of the principles and freedoms that lie at the heart of our model of society. We will invest in the research, development and implementation of Artificial Intelligence (AI). We must not be afraid of it. On the contrary, thanks to AI, we can unleash an extraordinary potential for stimulating innovation, optimising industrial efficiency and shaping new economic spheres. [The EU should d]evelop a clear regulatory framework for AI, including transparency and control of algorithms, and promote new governance of artificial intelligence at the United Nations.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0128,EDP,20,Completely disagree,-2,2024 EP election manifesto of the party,Our proposal is clear: a courageous reform of the eurozone. We are determined to create an economic union that not only withstands crises but becomes even stronger and more prosperous.,https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0129,EDP,21,Tend to agree,1,2024 EP election manifesto of the party,The European Union has a duty to promote solidarity and equity among its member states,https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0130,EDP,22,Neutral,0,Other (please specify),"The ecological transition must be pragmatic and inclusive, guided by technology, far from ideological dogmatism and in no way punitive towards families, businesses or professionals in the primary sector, farmers and fishermen. We want to adopt an efficient and environmentally friendly agricultural model that is capable of coping with the challenges of climate change and biodiversity loss while guaranteeing the interests of farmers, consumers and rural communities Farmers are upset, and rightly so. They ensure our food sovereignty and security and yet, they have been portrayed by some on the left wing as the enemies of climate. Opportunistically, the right wing uses farmers' dismay to wedge a war against climate policies. This is the sort of polarisation Renew Europe Now refuses. It’s not climate activists on one side and the tractors on the other. No. Climate and farming are two sides of the same coin. The greater risk for harvests is not green rules, but climate change. Farmers know this. But they need to be both respected and supported. They want to focus on farming, not filling out forms.",https://democrats.eu/en/renew-europe-now-priorities/
EUP0131,EDP,23,Completely agree,2,2024 EP election manifesto of the party,"Europe must act as a global power to face the growing global challenges. We are committed to a more robust Common Foreign and Security Policy, greater cooperation in the field of defence and a unified voice on the international stage.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0132,EDP,24,Tend to agree,1,2024 EP election manifesto of the party,Our commitment will turn towards a migration policy based on solidarity between Member States and support for initiatives to address the root causes of forced migration,https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0133,EDP,25,Completely agree,2,2024 EP election manifesto of the party,"We want to consolidate the European Union’s position and influence globally by promoting its strategic autonomy and speaking with one voice. We must overcome the false debate between national and European sovereignty. We need the will to move forward, united, with a giant step toward a common defense policy. “European strategic sovereignty” is needed more than ever. Everyone must understand that without a sovereign Europe, with a real capacity for action, we risk losing Europe, but also our member states.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf https://democrats.eu/en/the-war-is-not-perpetual-the-war-must-not-be-not-perpetual/
EUP0134,EDP,26,Completely agree,2,2024 EP election manifesto of the party,"Strengthening the control of the external borders of the EU even further: The need to protect our external borders must not in any way encourage the development of a confusion between migration and terrorism: let us not forget that 70% of attacks are carried out by European citizens! Nevertheless, our Union must protect its external borders, in particular through the Europeanisation of Frontex, the European Coast Guard and Border Guard Agency! ; With regard to migration and asylum, we want to align European policies and improve the protection of the European Union’s external borders. Furthermore, recognising the urgent need to ensure that Member States in the South are no longer left to police vast stretches of maritime borders on their own, we will actively support the implementation of the new partnership between Europeans and Africans, launched in February 2022 under the French Presidency of the Council. This partnership is essential to the development of a continent undergoing rapid demographic expansion. 2019 Manifesto: Strengthening the control of the external borders of the EU even further: The need to protect our external borders must not in any way encourage the development of a confusion between migration and terrorism: let us not forget that 70% of attacks are carried out by European citizens! Nevertheless, our Union must protect its external borders, in particular through the Europeanisation of Frontex, the European Coast Guard and Border Guard Agency!",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0135,EDP,27,Completely agree,2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","Furthermore, it will be remembered that it was under the French Presidency that negotiations made great progress between the Member States on what is known as the “climate package”. The twenty-seven Member States agreed on the outlines of the future “border carbon adjustment mechanism”, which we believe is a means of developing ecological justice and strengthening the competitiveness of our companies. This energy transition, which was at the heart of the French mandate, will thus come into being from 2023 and will cover energy-intensive production such as steel, aluminium, cement, electricity and fertilisers. The 27 Member States also agreed on a series of measures to move towards less CO2-emitting economies. The most emblematic measure is a ban on the sale of new petrol, diesel and hybrid cars after 2035.",https://democrats.eu/en/leurope-la-france-et-le-sens-de-lhistoire-2/
EUP0136,EDP,28,Completely agree,2,Other programmatic and official party documentation,"The EDP is in favour of a significant and rapid reinforcement of the military support of European countries to the Ukrainian army The MEP recalled the importance of EU aid to Ukraine, both humanitarian and military, a great first for the European Union",https://democrats.eu/en/our-ideas/rome-motion/ https://democrats.eu/en/europe-faces-war-2/
EUP0137,EDP,29,Completely agree,2,2024 EP election manifesto of the party,"Provide the European Parliament with legislative co-decision rights when it plays an advisory role and co-decision rights on the budget, including revenue. We must reorganise the European continent and, to cite only the main reforms, we must establish a defence union and an energy un- ion by eliminating the right of veto, facilitating the initiatives of peoples and states who wish to accelerate their political union, creating new own resources and strengthening the European Parliament while reducing the number of Com- missioners",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0138,EDP,30,Completely agree,2,2024 EP election manifesto of the party,"On the eve of the 2024 European elections, we must reaffirm the crucial importance of European political integration.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0139,EDP,31,Completely agree,2,2024 EP election manifesto of the party,Establish a treaty revision convention to abolish unanimous voting in the Council.,https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0140,EDP,32,Completely agree,2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","We want to reform the Union to unify the European continent. We are in favour of opening up to Ukraine and the Balkans. But this must go hand in hand with a revision of the Treaties and a major reform of the Union. Sandro Gozi, the Secretary General of the EDP, discusses in the interview with Euractiv Italia several topics related to the future of the European Union. These include pressing issues such as the geopolitical need to expand the EU by incorporating Ukraine, the necessity of EU reforms, the creation of a strong European defence framework and the evolving political role of Renew Europe. Gozi believes that the decision to give the status of candidate to Ukraine changes the nature of enlargement and gives a geopolitical meaning to the EU’s expansion. Therefore, he argues that the EU reform becomes more urgent and necessary, especially to ensure that future members do not enter a blocked system.",https://democrats.eu/en/renew-europe-now-priorities-and-candidates-interview-to-sandro-gozi/ https://democrats.eu/en/transforming-the-european-union-into-a-real-political-subject/
EUP0141,EDP,33,Completely agree,2,2024 EP election manifesto of the party,"Strengthen the European Union’s ability to finance civil society or local authorities directly when adopting financial sanctions for breaches of the rule of law against a European Union government by promoting smart budgetary cross-compliance and giving the European Union the possibility of providing financing, as proposed by Renew Europe.",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0142,EDP,34,Completely agree,2,2024 EP election manifesto of the party,"In reality, there will be no lasting peace without recognition of the legitimate right of the Pales- tinian people to a territory and a state",https://2024.democrats.eu/wp-content/uploads/2024/03/MANIFESTO-EN_WEB.pdf
EUP0143,EDP,35,No opinion,,,,
EUP0144,EDP,36,Completely agree,2,2024 EP election manifesto of the party,"We will promote initiatives by groups of countries willing and able to go further and faster regarding defence and security integration. This includes support for creating a genuine European military force capable of dealing effectively with security crises and threats and new hybrid threats. We will propose strengthening European security agencies and intensifying cross-border cooperation to achieve this. We will support specific actions such as establishing joint European intervention forces and pur- chasing military equipment. Develop a genuine European military power and support Europe’s strategic autonomy while preserving the transatlantic relationship with NATO. Gozi also highlights the issue of a Defense Union and the need for the EU to become more effective and operational in the utilisation of its military resources. He advocates for a European foreign policy and the development of a a common vision on major issues before discussing joint military efforts. He mentions that public opinion is favorable towards a European army and defense, and this should be capitalized on.",https://democrats.eu/en/transforming-the-european-union-into-a-real-political-subject/
EUP0145,PEL,1,Tend to agree,1,2024 EP election manifesto of the party,"Social protection cover for health, pensions, and unemployment must be universal for all people in the EU, wherever they come from. We advocate universal and free access to health care and the strengthening of public health systems to reduce social inequalities ; Bring in a European tax on the wealthy to fund essential investment for poverty reduction and environmental and social transitions",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0146,PEL,2,Completely agree,2,2024 EP election manifesto of the party,"Social protection cover for health, pensions, and unemployment must be universal for all people in the EU, wherever they come from. We advocate universal and free access to health care and the strengthening of public health systems to reduce social inequalities",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0147,PEL,3,Tend to disagree,-1,2024 EP election manifesto of the party,"We want higher taxes for the wealthiest, not for the working people; Social protection cover for health, pensions, and unemployment must be universal for all people in the EU, wherever they come from. We advocate universal and free access to health care and the strengthening of public health systems to reduce social inequalities",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0148,PEL,4,Completely agree,2,2024 EP election manifesto of the party,Bring in a European tax on the wealthy to fund essential investment for poverty reduction and environmental and social transitions,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0149,PEL,5,Completely disagree,-2,Other programmatic and official party documentation,"(Article criticising France pension reform) -> Do we want a society of every man for himself, undermined by finance, the cost of capital and precariousness, where only those lucky enough to reach retirement in good health will be able to benefit from it?",https://www.european-left.org/la-bataille-pour-les-retraites-est-un-enjeu-de-societe-europeen/
EUP0150,PEL,6,Tend to agree,1,Other (please specify),Position provided by PEL President and Spitzenkandidat,
EUP0151,PEL,7,Completely agree,2,2024 EP election manifesto of the party,"We campaign for the fundamental rights to marriage and parenthood for all couples, and to ensure that the rights of same-sex couples and their children are recognised across the EU",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0152,PEL,8,No opinion,,,,
EUP0153,PEL,9,Tend to agree,1,2024 EP election manifesto of the party,"Position provided by PEL President and Spitzenkandidat. We believe that the right of universal suffrage can enable immigrants to actively participate in the commons, and the right to vote from 16 years of age would be a good first step towards strengthening democracy and participation.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0154,PEL,10,Completely disagree,-2,2024 EP election manifesto of the party,"Ensure universal and free access to care and public health systems, including contraceptive services and safe abortion throughout the EU, guaranteed by EU primary law",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0155,PEL,11,Tend to disagree,-1,2024 EP election manifesto of the party,"We want to stop Frontex, the externalisation of borders, the relocation of detention centres to non-EU countries, the funding of bloodthirsty regimes, and the administrative detention of those deemed unfit to remain in the EU. The New Pact on Migration and Asylum, signed on 20 December 2023, must be cancelled because it condemns refugees to detention and, in most cases, deportation. We are working for a Europe without cages and barbed wire, one that acts not as a wall but as a bridge to other continents and the people who live there;",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0156,PEL,12,Completely agree,2,2024 EP election manifesto of the party,Guaranteed decent work for women - targeted policies to ensure equal opportunities for men and women,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0157,PEL,13,Completely agree,2,2024 EP election manifesto of the party,"Dismantle the SUV economy through regulations that ensure carbon-neutral, efficient, and road user-friendly car production. Impose equal taxes on aircraft and car fuels, eliminating CO2 exemptions. Ban private flights, prioritise trains for journeys under two and a half hours, revive night trains, and expand networks as needed. Enforce reduction and oversight of cruises",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0158,PEL,14,Tend to agree,1,2024 EP election manifesto of the party,"The European Left recognises the climate crisis as an emergency and is committed to transforming the economy away from unlimited growth and dependence on fossil fuels, thus creating the conditions for a just green transition that ensures job creation, fair distribution of wealth, sound and universal public services and public ownership of the commons.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0159,PEL,15,Completely agree,2,2024 EP election manifesto of the party,"Migrant workers should be welcomed on equal terms and working conditions; Social protection cover for health, pensions, and unemployment must be universal for all people in the EU, wherever they come from.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0160,PEL,16,No opinion,,,,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
